pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
large,C,208,9-597,B,D. erosion,D,D,D. erosion,D,False
large,C,209,9-35,A,A,A,A,A,A,False
large,C,210,1161,B,B. alter the way the moon's facade looks,B,B,B. alter the way the moon's facade looks,B,False
large,C,211,7-171,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,212,1139,D,D. eat alfalfa hay,D,D,D. eat alfalfa hay,D,False
large,C,213,1924,B,B. tons of sun,B,B,B. tons of sun,B,False
large,C,214,9-440,B,B. a community,B,B,B. a community,B,False
large,C,215,9-528,C,C. the heart,C,C,C. the heart,C,False
large,C,216,170,C,C. cat and catfish,C,C,C. cat and catfish,C,False
large,C,217,395,D,D. skunk,D,D,D. skunk,D,False
large,C,218,9-633,D,D. a reproductive companion,D,D,D. a reproductive companion,D,False
large,C,219,9-504,A,A. a quarry,A,A,A. a quarry,A,False
large,C,220,8-192,A,A. Heat,A,A,A. Heat,A,False
large,C,221,7-1108,D,D.,D,D,D.,D,False
large,C,222,7-852,A,A,A,A,A,A,False
large,C,223,761,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,C,224,8-318,B,B. light is more easily seen,B,B,B. light is more easily seen,B,False
large,C,225,636,C,C. earplugs,C,C,C. earplugs,C,False
large,C,226,7-444,D,D. toes are wiggled,D,D,D. toes are wiggled,D,False
large,C,227,8-57,B,B. energy is accessed underwater from tides,B,B,B. energy is accessed underwater from tides,B,False
large,C,228,9-187,B,A. invertebrates,A,A,A. invertebrates,A,False
large,C,229,1345,B,B.,B,B,B.,B,False
large,C,230,8-59,D,D. the chassis of a car,D,D,D. the chassis of a car,D,False
large,C,231,178,B,B. mud,B,B,B. mud,B,False
large,C,232,9-1186,A,A,A,A,A,A,False
large,C,233,82,C,B. inverse,B,B,B. inverse,B,False
large,C,234,8-165,C,C,C,C,C,C,False
large,C,235,404,B,D. hot springs,D,D,D. hot springs,D,False
large,C,236,279,A,D. maple branch,D,D,D. maple branch,D,False
large,C,237,9-532,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,238,268,C,C. may cause pieces to flake off the object,C,C,C. may cause pieces to flake off the object,C,False
large,C,239,7-1018,D,D. yanking string up a wheel,D,D,D. yanking string up a wheel,D,False
large,C,240,1756,A,A. emus,A,A,A. emus,A,False
large,C,241,1137,D,D. castles,D,D,D. castles,D,False
large,C,242,7-203,D,D. nailing up a picture frame,D,D,D. nailing up a picture frame,D,False
large,C,243,745,B,B. rubber,B,B,B. rubber,B,False
large,C,244,7-902,A,A,A,A,A,A,False
large,C,245,1095,A,A,A,A,A,A,False
large,C,246,7-163,A,A. a charge for appliances,A,A,A. a charge for appliances,A,False
large,C,247,9-858,C,C. hotness,C,C,C. hotness,C,False
large,C,248,1530,D,D. music,D,D,D. music,D,False
large,C,249,9-993,D,D. trees,D,D,D. trees,D,False
large,C,250,8-340,D,D. direct sunshine,D,D,D. direct sunshine,D,False
large,C,251,3,B,B. Landfills,B,B,B. Landfills,B,False
large,C,252,1074,C,C. metal,C,C,C. metal,C,False
large,C,253,9-431,A,A. combining,A,A,A. combining,A,False
large,C,254,9-638,B,A,A,A,A,A,False
large,C,255,9-352,D,D. iron and carbon,D,D,D. iron and carbon,D,False
large,C,256,226,D,D. a blender,D,D,D. a blender,D,False
large,C,257,9-132,A,A. reprocessable,A,A,A. reprocessable,A,False
large,C,258,9-222,D,D. sit under a lamp,D,D,D. sit under a lamp,D,False
large,C,259,9-105,D,D. it is a variable substance,D,,D. it is a variable substance,D,False
large,C,260,7-459,B,B. dirt,B,B,B. dirt,B,False
large,C,261,9-881,B,B. decomposition,B,B,B. decomposition,B,False
large,C,262,280,B,D. steel pole,D,D,D. steel pole,D,False
large,C,263,187,B,B. oxygen,B,B,B. oxygen,B,False
large,C,264,8-253,C,C. a prickly horned male lizard,C,C,C. a prickly horned male lizard,C,False
large,C,265,9-482,D,D,D,D,D,D,False
large,C,266,496,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,267,630,C,C. The Indian,C,C,C. The Indian,C,False
large,C,268,9-16,D,D.,D,D,D.,D,False
large,C,269,7-986,D,D.,D,D,D.,D,False
large,C,270,7-787,C,D. they eat flowers,D,D,D. they eat flowers,D,False
large,C,271,9-181,A,D.,D,D,D.,D,False
large,C,272,1240,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,273,474,D,D. an organism that absorbs water through it's roots,D,D,D. an organism that absorbs water through it's roots,D,False
large,C,274,1274,D,D. under the ground,D,D,D. under the ground,D,False
large,C,275,1531,D,D,D,D,D,D,False
large,C,276,8-321,B,B. resistance,B,,B. resistance,B,False
large,C,277,1321,C,C. because it's blanketed in crystalline ice water,C,C,C. because it's blanketed in crystalline ice water,C,False
large,C,278,9-51,D,D. An insulated room,D,D,D. An insulated room,D,False
large,C,279,7-685,B,D. berries,D,D,D. berries,D,False
large,C,280,7-59,A,A. nutrient making process,A,A,A. nutrient making process,A,False
large,C,281,7-270,D,D. needs required for creating chlorophyll,D,D,D. needs required for creating chlorophyll,D,False
large,C,282,7-736,C,C.,C,C,C.,C,False
large,C,283,8-186,D,D. living organisms in ecosystem,D,,D. living organisms in ecosystem,D,False
large,C,284,224,B,B. under a mountain,B,B,B. under a mountain,B,False
large,C,285,8-206,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,286,8-190,B,B. tepid seas,B,B,B. tepid seas,B,False
large,C,287,7-334,B,B. certain features may be predicted,B,B,B. certain features may be predicted,B,False
large,C,288,9-853,B,B,B,B,B,B,False
large,C,289,8-367,A,A. community concerns over environmental impact,A,A,A. community concerns over environmental impact,A,False
large,C,290,1047,A,A,A,A,A,A,False
large,C,291,9-454,C,C.,C,C,C.,C,False
large,C,292,1572,C,C. mammal,C,C,C. mammal,C,False
large,C,293,8-373,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,294,9-772,A,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,295,1852,A,A. is nutritionally self sustaining,A,A,A. is nutritionally self sustaining,A,False
large,C,296,9-1090,D,D. O,D,D,D. O,D,False
large,C,297,7-769,C,C.,C,C,C.,C,False
large,C,298,9-478,C,C. daughter,C,C,C. daughter,C,False
large,C,299,448,A,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,300,7-417,B,D. a low temperature,D,D,D. a low temperature,D,False
large,C,301,7-108,D,D. combusted items,D,D,D. combusted items,D,False
large,C,302,1506,D,D. fewer clouds allow for more sunlight,D,D,D. fewer clouds allow for more sunlight,D,False
large,C,303,1712,A,A,A,A,A,A,False
large,C,304,8-312,C,C.,C,C,C.,C,False
large,C,305,9-776,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,306,8-279,C,C. the sun that shines all day,C,C,C. the sun that shines all day,C,False
large,C,307,9-621,B,B. large bowl shaped cavities,B,B,B. large bowl shaped cavities,B,False
large,C,308,1823,C,D.,D,D,D.,D,False
large,C,309,9-735,B,B. building a new subdivision,B,B,B. building a new subdivision,B,False
large,C,310,7-1170,B,D,D,D,D,D,False
large,C,311,1500,A,A,A,A,A,A,False
large,C,312,342,B,The correct answer is B. Conventional corn.,B,B,The correct answer is B. Conventional corn.,B,False
large,C,313,7-356,D,D. it shows direction,D,D,D. it shows direction,D,False
large,C,314,78,B,B. a hive,B,B,B. a hive,B,False
large,C,315,9-520,C,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,316,7-653,C,C.,C,C,C.,C,False
large,C,317,1112,B,C. butterfly,C,C,C. butterfly,C,False
large,C,318,9-152,B,B. quick,B,B,B. quick,B,False
large,C,319,9-552,B,B. predator,B,B,B. predator,B,False
large,C,320,7-262,A,C. the ocean,C,C,C. the ocean,C,False
large,C,321,7-683,D,D. it looks bigger,D,D,D. it looks bigger,D,False
large,C,322,276,B,B,B,B,B,B,False
large,C,323,7-855,C,C,C,C,C,C,False
large,C,324,664,D,D. a feeder at another house,D,D,D. a feeder at another house,D,False
large,C,325,9-883,C,C. sea life,C,C,C. sea life,C,False
large,C,326,9-550,A,D. attached to a battery pack,D,D,D. attached to a battery pack,D,False
large,C,327,8-493,D,C,C,C,C,C,False
large,C,328,9-257,C,C. blend in,C,C,C. blend in,C,False
large,C,329,1239,D,D.,D,D,D.,D,False
large,C,330,869,A,A,A,A,A,A,False
large,C,331,7-1105,A,B,B,B,B,B,False
large,C,332,597,D,D. something protected by the skeletal system,D,D,D. something protected by the skeletal system,D,False
large,C,333,385,D,D.,D,D,D.,D,False
large,C,334,1301,B,B. a cardinal,B,B,B. a cardinal,B,False
large,C,335,9-893,D,D. electron flow,D,D,D. electron flow,D,False
large,C,336,9-369,B,B. distance traveled,B,,B. distance traveled,B,False
large,C,337,9-1026,A,A. weaken,A,A,A. weaken,A,False
large,C,338,7-424,B,B. a diving suit,B,B,B. a diving suit,B,False
large,C,339,9-259,A,D,D,D,D,D,False
large,C,340,9-783,C,C,C,C,C,C,False
large,C,341,1088,B,"D

The correct answer is D.",D,D,"D

The correct answer is D.",D,False
large,C,342,1387,C,C. a lit candle in a window signalling to someone,C,C,C. a lit candle in a window signalling to someone,C,False
large,C,343,7-1062,A,A,A,A,A,A,False
large,C,344,676,D,D.,D,D,D.,D,False
large,C,345,1998,B,B. its appearance,B,B,B. its appearance,B,False
large,C,346,1698,A,A. a simple alcohol,A,A,A. a simple alcohol,A,False
large,C,347,490,A,A,A,A,A,A,False
large,C,348,844,A,A. reproduction,A,A,A. reproduction,A,False
large,C,349,1795,C,D. cow,D,D,D. cow,D,False
large,C,350,1508,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,351,9-289,D,D. turf,D,D,D. turf,D,False
large,C,352,9-668,C,C,C,C,C,C,False
large,C,353,7-364,A,B. vibrate when next to each other,B,B,B. vibrate when next to each other,B,False
large,C,354,1271,B,D. December,D,D,D. December,D,False
large,C,355,9-1117,A,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,356,35,A,B. July,B,B,B. July,B,False
large,C,357,1660,B,B.,B,B,B.,B,False
large,C,358,7-710,B,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
large,C,359,8-52,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,360,9-1167,D,D. weather,D,D,D. weather,D,False
large,C,361,8-43,D,D.,D,D,D.,D,False
large,C,362,9-57,B,B. closed,B,B,B. closed,B,False
large,C,363,1411,A,A,A,A,A,A,False
large,C,364,9-206,C,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,365,7-740,D,D.,D,D,D.,D,False
large,C,366,1774,B,D. a horse licking a salt lick,D,D,D. a horse licking a salt lick,D,False
large,C,367,7-93,C,C,C,C,C,C,False
large,C,368,8-97,B,B. run a continuous current,B,B,B. run a continuous current,B,False
large,C,369,9-813,B,B. there has been excess condensed water vapor,B,B,B. there has been excess condensed water vapor,B,False
large,C,370,9-686,B,B. egg depositing,B,B,B. egg depositing,B,False
large,C,371,9-799,C,C. frozen water,C,C,C. frozen water,C,False
large,C,372,1179,B,B. a green and lush tree and plant packed area,B,B,B. a green and lush tree and plant packed area,B,False
large,C,373,1954,A,D. hard as a magnetizing rod,D,D,D. hard as a magnetizing rod,D,False
large,C,374,8-403,C,A,A,A,A,A,False
large,C,375,9-576,A,A,A,A,A,A,False
large,C,376,9-866,B,B. grow in size visually,B,B,B. grow in size visually,B,False
large,C,377,7-208,C,C,C,C,C,C,False
large,C,378,9-771,D,D. Pine Needles,D,D,D. Pine Needles,D,False
large,C,379,998,C,C,C,C,C,C,False
large,C,380,433,B,B,B,B,B,B,False
large,C,381,9-508,A,A,A,A,A,A,False
large,C,382,7-561,D,D. air,D,D,D. air,D,False
large,C,383,7-976,A,C.,C,C,C.,C,False
large,C,384,1635,C,C,C,C,C,C,False
large,C,385,7-875,A,A. sweltering,A,A,A. sweltering,A,False
large,C,386,7-1053,B,The correct answer is B.,B,B,The correct answer is B.,B,False
large,C,387,9-957,D,D. The Gobi Desert,D,D,D. The Gobi Desert,D,False
large,C,388,1150,C,D. electronic,D,D,D. electronic,D,False
large,C,389,8-240,A,A. energy,A,A,A. energy,A,False
large,C,390,9-554,C,C,C,C,C,C,False
large,C,391,9-135,B,B,B,B,B,B,False
large,C,392,7-1096,B,D. bat,D,D,D. bat,D,False
large,C,393,841,C,C. silicon,C,C,C. silicon,C,False
large,C,394,7-146,A,A. is removed,A,A,A. is removed,A,False
large,C,395,1554,D,D. aid in feeding what grows from them,D,D,D. aid in feeding what grows from them,D,False
large,C,396,9-731,A,A. consumption,A,A,A. consumption,A,False
large,C,397,1780,A,C,C,C,C,C,False
large,C,398,7-1077,D,D. skateboards that are ridden all day,D,D,D. skateboards that are ridden all day,D,False
large,C,399,8-494,C,D.,D,D,D.,D,False
large,C,400,936,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,401,8-478,B,B. Kitchen foil,B,B,B. Kitchen foil,B,False
large,C,402,9-669,C,C.,C,C,C.,C,False
large,C,403,7-732,A,A,A,A,A,A,False
large,C,404,7-658,D,D. butterfly,D,D,D. butterfly,D,False
large,C,405,1003,B,B. turbine produced electricity,B,B,B. turbine produced electricity,B,False
large,C,406,8-62,A,A,A,A,A,A,False
large,C,407,7-386,B,B. substance,B,,B. substance,B,False
large,C,408,257,D,D.,D,D,D.,D,False
large,C,409,147,D,D. temperature,D,D,D. temperature,D,False
large,C,410,7-599,D,The correct answer is D.,D,D,The correct answer is D.,D,False
large,C,411,8-92,B,B,B,B,B,B,False
large,C,412,354,A,D. trout,D,D,D. trout,D,False
large,C,413,9-966,B,B. hexagons,B,B,B. hexagons,B,False
large,C,414,9-612,B,B. nutrients,B,B,B. nutrients,B,False
large,C,415,9-548,A,A. negative,A,A,A. negative,A,False
large,C,416,9-429,A,D,D,D,D,D,False
large,C,417,7-95,C,B,B,B,B,B,False
large,C,418,1560,A,D. add a piece of tape to it,D,D,D. add a piece of tape to it,D,False
large,C,419,9-461,C,C. a sudden fog moving into the area,C,C,C. a sudden fog moving into the area,C,False
large,C,420,9-490,C,D. language and dialect,D,D,D. language and dialect,D,False
large,C,421,9-301,C,C.,C,C,C.,C,False
large,C,422,60,C,D. four times,D,D,D. four times,D,False
large,C,423,9-894,C,B. any object,B,B,B. any object,B,False
large,C,424,9-895,A,D. People have been walking by the brush on the trails,D,D,D. People have been walking by the brush on the trails,D,False
large,C,425,9-281,A,A. the body of the pot is of high temperature,A,A,A. the body of the pot is of high temperature,A,False
large,C,426,202,C,C. an octopus,C,C,C. an octopus,C,False
large,C,427,1937,C,C. mechanical energy,C,C,C. mechanical energy,C,False
large,C,428,620,A,A. concrete configuration,A,A,A. concrete configuration,A,False
large,C,429,8-142,C,C,C,C,C,C,False
large,C,430,7-1138,A,A,A,A,A,A,False
large,C,431,8-471,B,B. used soda can,B,B,B. used soda can,B,False
large,C,432,9-433,B,The correct answer is D.,D,D,The correct answer is D.,D,False
large,C,433,1458,C,C.,C,C,C.,C,False
large,C,434,57,B,D. trumpet,D,D,D. trumpet,D,False
large,C,435,605,C,D. kilometers,D,D,D. kilometers,D,False
large,C,436,9-889,A,A. igloo,A,A,A. igloo,A,False
large,C,437,1890,A,A.,A,A,A.,A,False
large,C,438,9-618,A,A. xylem,A,A,A. xylem,A,False
large,C,439,9-523,A,The correct answer is A.,A,A,The correct answer is A.,A,False
large,C,440,1126,C,C. when boiling eggs on a stove top,C,C,C. when boiling eggs on a stove top,C,False
large,C,441,644,C,C. heat,C,C,C. heat,C,False
large,C,442,8-365,A,A,A,A,A,A,False
large,C,443,9-727,D,D. meals,D,D,D. meals,D,False
large,C,444,7-461,D,D,D,D,D,D,False
large,C,445,9-1071,B,B. dry out clothes after coming in from the rain,B,B,B. dry out clothes after coming in from the rain,B,False
large,C,446,1918,B,B. a frigid environment,B,B,B. a frigid environment,B,False
large,C,447,1038,D,D. second,D,D,D. second,D,False
large,C,448,9-197,D,D. H2O,D,D,D. H2O,D,False
large,C,449,1393,B,B. after the first phase of the lunar month,B,B,B. after the first phase of the lunar month,B,False
large,C,450,7-244,A,A,A,A,A,A,False
large,C,451,9-916,B,B. conserving,B,B,B. conserving,B,False
large,C,452,9-1046,A,D. blood vessels,D,D,D. blood vessels,D,False
large,C,453,167,A,A,A,A,A,A,False
large,C,454,9-566,B,B. huge rain storm,B,B,B. huge rain storm,B,False
large,C,455,8-28,D,"D. CO2, H20, and sun rays",D,D,"D. CO2, H20, and sun rays",D,False
large,C,456,7-179,B,B,B,B,B,B,False
large,C,457,389,B,C.,C,C,C.,C,False
large,C,458,1528,C,C,C,C,C,C,False
large,C,459,1457,D,D. beaches shrink,D,D,D. beaches shrink,D,False
large,C,460,1208,B,The correct answer is C.,C,C,The correct answer is C.,C,False
large,C,461,1170,C,C.,C,C,C.,C,False
large,C,462,8-409,C,C,C,C,C,C,False
large,C,463,8-307,A,A. on a sunny day,A,A,A. on a sunny day,A,False
large,C,464,1948,C,C,C,C,C,C,False
large,C,465,661,C,C.,C,C,C.,C,False
